distance,stellar_magnitude,orbital_radius,eccentricity,mass_earth,radius_earth,Habitable
16.0,10.94,0.08,0.08,4.4,1.93,1
16.0,10.94,0.176,0.1,8.7,2.8302600000000004,0
47.0,9.98,0.1344,0.0,9.0,2.8851100000000005,0
15.0,9.15,0.163,0.17,17.2,4.223450000000001,0
15.0,9.15,1.165,0.4,16.0,4.04793,0
51.0,9.84,0.119,0.12,13.64,3.6859200000000003,0
36.0,9.22,0.029,0.24,2.96,1.53,0
16.0,8.66,3.56,0.08,216.1244,13.7125,0
29.0,10.41,2.409,0.04,286.04699999999997,13.6028,0
29.0,10.41,4.974,0.1,223.11665999999997,13.7125,0
35.0,6.12,0.11,0.04,1404.8085999999998,12.615499999999999,0
15.0,10.16,0.208317,0.03,723.2539479999999,13.0543,0
15.0,10.16,0.12959,0.26,226.99418599999998,13.7125,0
15.0,10.16,0.020807,0.21,6.83,2.4572800000000004,0
15.0,10.16,0.3343,0.06,14.6,3.8395,0
11.0,7.56,0.068,0.0,4.2,1.88,0
11.0,7.56,0.12,0.0,7.6,2.61086,0
20.0,10.05,0.63965,0.35,718.2957999999999,13.0543,0
15.0,12.71,0.88,0.46,66.7443,9.390320000000001,0
100.0,11.297,0.1139,0.29,9.65,3.0057800000000006,0
39.0,9.4,0.291,0.44,19.66,4.57449,0
67.0,9.37,12.341073,0.16,3051.2601706999994,12.176700000000002,0
97.0,10.37,0.0188,0.0,4.91,1.577,0
97.0,10.37,0.03925,0.0,0.84,1.241,0
97.0,10.37,0.05591,0.0,4.04,2.022,0
49.0,10.03,0.039435,0.11,13.02,3.5871900000000005,0
32.0,9.56,0.0905,0.36,5.63,2.1940000000000004,0
27.0,9.62,0.091,0.05,6.624,2.4134,0
2137.0,12.316,0.0338,0.0,6261.250999999999,16.1259,0
493.0,11.593,100.0,0.0,6356.599999999999,32.910000000000004,0
354.0,12.416,320.0,0.0,5085.28,19.746000000000002,0
155.0,14.146,2000.0,0.0,3591.4790000000003,13.87705,0
123.0,9.46,0.05254,0.22,26.69772,4.26733,0
123.0,9.46,4.13,0.6,731.0089999999999,13.0543,0
466.0,12.665,0.0384,0.0,67.06213,10.52023,0
805.0,10.421,0.04383,0.01,270.47333,13.953840000000001,0
805.0,10.421,1.258,0.66,4538.6124,12.067000000000002,0
726.0,9.988,0.0596,0.11,1093.3352,15.5774,0
628.0,12.41,0.0965,0.19,616.5902,11.628200000000001,0
739.0,10.911,0.0413,0.04,1332.6611899999998,14.14033,0
301.0,10.375,0.0882,0.35,184.34139999999996,11.518500000000001,0
301.0,10.375,5.6,0.39,1080.6219999999998,12.8349,0
526.0,12.597,0.0559,0.08,62.61251,10.91515,0
659.0,12.826,0.0466,0.07,92.80635999999998,12.41804,0
519.0,9.827,0.05561,0.0,166.86075,14.469430000000001,0
232.0,11.231,0.0361,0.02,2302.99618,9.51099,0
904.0,11.459,0.0494,0.23,1547.8320999999999,12.176700000000002,0
267.0,9.763,0.0414,0.02,785.0401,12.615499999999999,0
1190.0,11.937,0.0232,0.11,425.8922,11.957300000000002,0
1355.0,11.762,0.04651,0.07,238.3725,14.261000000000001,0
980.0,13.146,0.0466,0.02,180.84526999999997,12.45095,0
463.0,11.757,0.0479,0.12,22.2481,6.9111,0
650.0,12.052,0.04,0.0,197.0546,11.189400000000001,0
1309.0,13.098,0.0434,0.05,198.96158,13.29564,0
1023.0,11.825,0.0667,0.09,279.6904,12.8349,0
417.0,8.72,0.06814,0.52,2765.1209999999996,10.43247,0
698.0,10.352,0.0419,0.04,263.79889999999995,15.796800000000001,0
1122.0,11.667,0.061,0.25,721.4741,11.957300000000002,0
943.0,11.439,0.03397,0.16,216.1244,21.7206,0
1292.0,11.032,0.04995,0.0,292.4036,20.294500000000003,0
813.0,10.403,0.06774,0.43,1058.3739,13.131090000000002,0
1654.0,12.389,0.04978,0.02,335.62848,14.612040000000002,0
960.0,12.146,0.0241,0.06,587.413406,14.00869,0
1274.0,13.427,0.0379,0.06,371.54327,12.92266,0
832.0,12.525,0.0523,0.07,84.86061,9.05025,0
2274.0,12.282,0.0509,0.0,190.38017,17.23387,0
439.0,11.856,0.03866,0.0,206.5895,10.3118,0
1515.0,11.34,0.0608,0.0,152.55839999999998,16.674400000000002,0
1136.0,11.365,0.04258,0.0,378.2177,22.4885,0
1322.0,12.125,0.0575,0.0,331.81452,14.0416,0
1725.0,13.279,0.0444,0.21,210.40346,13.33952,0
1135.0,13.225,0.0507,0.04,111.87615999999998,13.624740000000001,0
1135.0,13.225,1.752,0.49,1271.32,12.7252,0
974.0,12.783,0.0452,0.05,283.50435999999996,15.64322,0
948.0,11.997,0.0577,0.12,156.69019,14.08548,0
1143.0,10.205,0.04378,0.0,699.226,17.442300000000003,0
1045.0,11.118,0.04438,0.0,213.26393000000002,13.97578,0
1681.0,11.703,0.0453,0.115,429.0705,14.129360000000002,0
1436.0,13.51,0.05069,0.123,98.20947,14.18421,0
1178.0,14.107,0.03694,0.047,259.98494,11.06873,0
2175.0,13.78,0.03159,0.134,471.65972,14.458460000000002,0
469.0,13.398,0.04117,0.074,241.55079999999998,10.35568,0
1668.0,13.197,0.04604,0.139,184.97705999999997,12.96654,0
1046.0,10.92,0.0423,0.29,734.1872999999999,16.564700000000002,0
913.0,10.639,0.0406,0.0,448.14029999999997,19.0878,0
1682.0,12.925,0.04994,0.073,118.23276,14.612040000000002,0
866.0,11.64,0.05064,0.03,489.4582,12.319310000000002,0
989.0,11.954,0.04073,0.0,311.47339999999997,13.2737,0
761.0,9.727,0.06277,0.25,182.43442,17.89207,0
1105.0,13.096,0.0301,0.113,335.94631,9.86203,0
1138.0,12.539,0.03772,0.101,241.86863,11.77081,0
14624.0,20.1544,0.04294,0.069,195.14762,12.27543,0
2126.0,12.855,0.05387,0.101,184.34139999999996,18.681910000000002,0
2409.0,13.121,0.03951,0.304,167.49641,20.7333,0
3051.0,13.014,0.04363,0.09,248.86088999999998,17.442300000000003,0
1212.0,10.106,0.06505,0.0,108.0622,22.87245,0
659.0,13.802,0.02996,0.041,230.10891999999998,11.75984,0
1113.0,9.774,0.06555,0.0,1137.8314,18.38572,0
898.0,10.469,0.05239,0.0,419.5356,16.2356,0
1079.0,9.47,0.04739,0.0,2154.8874,20.513900000000003,0
1113.0,10.481,0.03676,0.0,584.8072,16.564700000000002,0
690.0,10.358,0.04496,0.0,406.8224,15.358,0
1485.0,12.344,0.05287,0.08,238.05467,15.281210000000002,0
1745.0,13.202,0.04491,0.501,167.17858,10.62993,0
3081.0,14.06,0.0507,0.34,263.79889999999995,17.65073,0
2434.0,12.831,0.0441,0.085,759.6137,7.59124,0
1376.0,13.911,0.04057,0.181,172.58169,13.29564,0
1673.0,14.052,0.03815,0.142,340.39592999999996,11.397829999999999,0
3717.0,14.909,0.02712,0.126,689.6910999999999,12.12185,0
2469.0,13.957,0.03744,0.0,1039.3041,14.261000000000001,0
1306.0,12.402,0.1308,0.03,425.25654000000003,8.52369,0
2037.0,14.188,0.0174,0.17,629.144485,14.579130000000001,0
926.0,12.155,0.0444,0.12,589.57465,14.282940000000002,0
749.0,13.397,0.05025,0.08,870.8542,10.45441,0
2084.0,13.84,0.03397,0.114,467.21009999999995,20.404200000000003,0
1612.0,12.915,0.0238,0.0,718.2957999999999,15.30315,0
1537.0,13.172,0.05163,0.176,194.82978999999997,13.8222,0
2811.0,13.006,0.04735,0.245,206.5895,19.1975,0
2665.0,12.782,0.0611,0.581,168.4499,16.455000000000002,0
1746.0,13.981,0.04131,0.202,213.58176,13.098180000000001,0
1154.0,12.62,0.05475,0.158,207.54299,13.723469999999999,0
1115.0,13.565,0.023,0.0,427.48134999999996,12.81296,0
1116.0,12.283,0.04354,0.096,224.38797999999997,12.889750000000001,0
2525.0,13.315,0.0478,0.233,279.6904,17.9908,0
2431.0,14.386,0.04024,0.471,292.4036,13.701530000000002,0
810.0,11.91,0.03727,0.08,378.85335999999995,13.4931,0
1660.0,13.857,0.03166,0.108,299.07802999999996,15.687100000000001,0
1678.0,12.609,0.03199,0.306,388.38825999999995,16.06008,0
2794.0,14.364,0.0523,0.11,1022.14128,12.64841,0
691.0,12.341,0.04913,0.0,31.46517,6.64782,0
1121.0,11.967,0.05036,0.0,23.51942,6.735580000000001,0
2866.0,12.745,0.06007,0.275,200.2329,17.222900000000003,0
1341.0,12.433,0.0485,0.0,340.39592999999996,15.14957,0
4379.0,13.478,0.04997,0.312,505.3497,17.332600000000003,0
2406.0,12.678,0.0583,0.38,3082.9509999999996,14.590100000000001,0
2611.0,13.682,0.03689,0.229,597.5203999999999,15.358,0
1182.0,13.562,0.04944,0.17,82.95363,12.9446,0
1455.0,14.397,0.03649,0.279,177.9848,11.70499,0
2519.0,13.325,0.05511,0.24,222.48099999999997,14.107420000000001,0
1480.0,13.783,0.05367,0.559,54.98458999999999,9.90591,0
981.0,14.602,0.04269,0.088,117.27927,12.253490000000001,0
860.0,14.226,0.03769,0.162,77.23268999999999,8.776000000000002,0
1058.0,14.988,0.04515,0.071,112.19398999999999,8.392050000000001,0
1358.0,13.516,0.0362,0.01,420.48909,11.189400000000001,0
2468.0,14.045,0.05046,0.516,123.9537,12.396099999999999,0
1271.0,12.525,0.04639,0.33,244.09344,15.4677,0
1811.0,13.844,0.02498,0.246,711.9392,15.16054,0
1911.0,13.944,0.04753,0.33,189.10885,14.699800000000002,0
2442.0,13.937,0.037,0.0,239.32599,11.134549999999999,0
1989.0,13.525,0.05412,0.092,292.72143,13.723469999999999,0
1841.0,11.477,0.06043,0.019,191.33365999999998,18.51736,0
912.0,12.333,0.03493,0.028,1000.2110099999999,12.49483,0
1317.0,11.572,0.05798,0.168,327.3649,12.01215,0
2097.0,14.033,0.06112,0.13,256.17098,12.352219999999999,0
2097.0,14.033,2.504,0.083,4036.4409999999993,12.067000000000002,0
804.0,12.598,0.0542,0.02,75.32570999999999,10.00464,0
1587.0,12.662,0.04708,0.19,210.40346,12.64841,0
2217.0,13.352,0.07908,0.09,1080.6219999999998,13.109150000000001,0
1706.0,14.171,0.04163,0.3,56.891569999999994,11.57335,0
2033.0,13.992,0.04026,0.14,305.11679999999996,13.240790000000002,0
3523.0,13.045,0.06562,0.15,305.11679999999996,18.41863,0
1609.0,12.679,0.04497,0.06,260.93843,16.46597,0
4821.0,14.283,0.04714,0.06,1694.0339,15.478670000000001,0
